ï»¿Parent Airline,Airline,Aircraft Type,Current,Future,Historic,Total,Unit Cost,Total Cost (Current),Average Age
Emirates,Emirates,Boeing 747,2,0,4,6,316000000.0,632000000.0,9.2
Emirates,Emirates,Boeing 777,159,5,10,174,295000000.0,46833000.0,6.4
Ethiopian Airlines,Ethiopian Airlines,Airbus A350 XWB,2,2,0,4,312000000.0,624000000.0,0.4
Ethiopian Airlines,Ethiopian Airlines,ATR 42/72,0,0,3,3,22000000.0,0.0,
Ethiopian Airlines,Ethiopian Airlines,Boeing 737,21,0,9,30,74000000.0,1554000.0,6.5
Ethiopian Airlines,Ethiopian Airlines,Boeing 757,3,0,9,12,73000000.0,218000000.0,23.2
Ethiopian Airlines,Ethiopian Airlines,Boeing 767,6,0,12,18,187000000.0,1121000.0,14.4
Ethiopian Airlines,Ethiopian Airlines,Boeing 777,16,0,0,16,295000000.0,4713000.0,3.6
Ethiopian Airlines,Ethiopian Airlines,Boeing 787 Dreamliner,16,3,0,19,265000000.0,4242000.0,2.5
Ethiopian Airlines,Ethiopian Airlines,De Havilland Canada DHC-8 Dash 8,18,0,0,18,31000000.0,563000000.0,4.7
Ethiopian Airlines,Ethiopian Airlines,Fokker F50 / F60,0,0,5,5,18000000.0,0.0,
Ethiopian Airlines,Ethiopian Airlines,McDonnell Douglas MD-11,0,0,3,3,175000000.0,0.0,
Etihad Airways,Etihad Airways,Airbus A300,0,0,3,3,75000000.0,0.0,
Etihad Airways,Etihad Airways,Airbus A310,0,0,1,1,75000000.0,0.0,
Etihad Airways,Etihad Airways,Airbus A319,2,0,2,4,90000000.0,179000000.0,13.7
Etihad Airways,Etihad Airways,Airbus A320,23,0,4,27,98000000.0,2254000.0,6.6
Etihad Airways,Etihad Airways,Airbus A321,10,0,0,10,115000000.0,1149000.0,1.8
Etihad Airways,Etihad Airways,Airbus A330,30,1,11,42,240000000.0,7200000.0,8.1
Etihad Airways,Etihad Airways,Airbus A340,10,0,3,13,216000000.0,2156000.0,9.0
Etihad Airways,Etihad Airways,Airbus A350 XWB,0,1,0,1,312000000.0,0.0,
Etihad Airways,Etihad Airways,Airbus A380,8,1,0,9,433000000.0,3461000.0,1.7
Etihad Airways,Etihad Airways,Boeing 747,1,0,1,2,316000000.0,316000000.0,17.7
Etihad Airways,Etihad Airways,Boeing 767,0,0,2,2,187000000.0,0.0,
Etihad Airways,Etihad Airways,Boeing 777,30,0,5,35,295000000.0,8837000.0,6.2
Etihad Airways,Etihad Airways,Boeing 787 Dreamliner,10,2,0,12,265000000.0,2651000.0,1.1
EVA Air,EVA Air,Airbus A320,0,0,1,1,98000000.0,0.0,
EVA Air,EVA Air,Airbus A321,22,0,2,24,115000000.0,2528000.0,2.0
EVA Air,Uni Air,Airbus A321,2,0,0,2,115000000.0,230000000.0,2.7
EVA Air,EVA Air,Airbus A330,10,2,6,18,240000000.0,2400000.0,7.5
EVA Air,EVA Air,ATR 42/72,2,0,0,2,22000000.0,44000000.0,0.3
EVA Air,Uni Air,ATR 42/72,13,0,0,13,22000000.0,287000000.0,3.0
EVA Air,EVA Air,Boeing 747,9,0,10,19,316000000.0,2842000.0,19.0
EVA Air,EVA Air,Boeing 757,0,0,2,2,73000000.0,0.0,
EVA Air,Uni Air,Boeing 757,0,0,1,1,73000000.0,0.0,
EVA Air,EVA Air,Boeing 767,0,0,9,9,187000000.0,0.0,
EVA Air,EVA Air,Boeing 777,29,0,0,29,295000000.0,8542000.0,5.3
EVA Air,EVA Air,Boeing 787,0,0,0,0,265000000.0,0.0,
EVA Air,Uni Air,British Aerospace BAe 146/Avro RJ,0,0,4,4,14000000.0,0.0,
EVA Air,Uni Air,De Havilland Canada DHC-8 Dash 8,0,0,14,14,7000000.0,0.0,
EVA Air,EVA Air,McDonnell Douglas MD-11,0,0,12,12,175000000.0,0.0,
EVA Air,EVA Air,McDonnell Douglas MD-90,0,0,7,7,45000000.0,0.0,
EVA Air,Uni Air,McDonnell Douglas MD-90,0,0,14,14,45000000.0,0.0,
Finnair,Finnair,Airbus A300,0,0,2,2,75000000.0,0.0,
Finnair,Finnair,Airbus A319,9,0,2,11,90000000.0,806000000.0,15.5
Finnair,Finnair,Airbus A320,10,0,2,12,98000000.0,980000000.0,14.4
Finnair,Finnair,Airbus A321,11,1,0,12,115000000.0,1264000.0,10.0
Finnair,Finnair,Airbus A330,8,0,0,8,240000000.0,1920000.0,7.2
Finnair,Finnair,Airbus A340,2,0,5,7,216000000.0,431000000.0,9.0
Finnair,Finnair,Airbus A350 XWB,7,2,0,9,312000000.0,2184000.0,0.9
Finnair,Finnair,ATR 42/72,0,0,15,15,22000000.0,0.0,
Finnair,Finnair,Boeing 737,0,0,2,2,74000000.0,0.0,
Finnair,Finnair,Boeing 757,0,0,7,7,73000000.0,0.0,
Finnair,Nordic Regional Airlines,Embraer E-190,12,0,0,12,46000000.0,554000000.0,7.6
Finnair,Finnair,Embraer ERJ-170,0,0,10,10,39000000.0,0.0,
Finnair,Finnair,Embraer ERJ-190,12,0,0,12,46000000.0,554000000.0,8.5
Finnair,Finnair,McDonnell Douglas DC-10,0,0,5,5,145000000.0,0.0,
Finnair,Finnair,McDonnell Douglas DC-8,0,0,4,4,6000000.0,0.0,
Finnair,Finnair,McDonnell Douglas DC-9,0,0,27,27,45000000.0,0.0,
Finnair,Finnair,McDonnell Douglas MD-11,0,0,7,7,175000000.0,0.0,
Finnair,Finnair,McDonnell Douglas MD-80,0,0,26,26,45000000.0,0.0,
Finnair,Finnair,Saab 340,0,0,3,3,8000000.0,0.0,
Flybe,Flybe,ATR 42/72,9,0,0,9,22000000.0,199000000.0,6.6
Flybe,Flybe,Boeing 737,0,0,4,4,74000000.0,0.0,
Flybe,Flybe,British Aerospace BAe 146/Avro RJ,0,0,24,24,14000000.0,0.0,
Flybe,Flybe,Canadair CRJ-100 Series,0,0,4,4,32000000.0,0.0,
Flybe,Flybe,De Havilland Canada DHC-6 Twin Otter,1,0,0,1,7000000.0,7000000.0,36.9
Flybe,Flybe,De Havilland Canada DHC-8 Dash 8,55,4,32,91,31000000.0,1722000.0,9.6
Flybe,Flybe,Dornier Do-328,2,0,1,3,8000000.0,16000000.0,20.0
Flybe,Flybe,Embraer ERJ-145,0,0,28,28,20000000.0,0.0,
Flybe,Flybe,Embraer ERJ-170,11,0,0,11,39000000.0,426000000.0,4.7
Flybe,Flybe,Embraer ERJ-190,9,0,5,14,46000000.0,416000000.0,8.8
Flybe,Flybe,Saab 2000,3,0,0,3,12000000.0,36000000.0,22.4
Flybe,Flybe,Saab 340,12,0,2,14,8000000.0,96000000.0,26.2
Frontier Airlines,Frontier Airlines,Airbus A318,0,0,11,11,66000000.0,0.0,
Frontier Airlines,Frontier Airlines,Airbus A319,23,0,30,53,90000000.0,2061000.0,11.9
Frontier Airlines,Frontier Airlines,Airbus A320,28,7,1,36,98000000.0,2744000.0,5.7
Frontier Airlines,Frontier Airlines,Airbus A321,13,2,0,15,115000000.0,1494000.0,0.7
Frontier Airlines,Frontier Airlines,Boeing 737,0,0,42,42,74000000.0,0.0,
Frontier Airlines,Frontier Airlines,De Havilland Canada DHC-8 Dash 8,0,0,11,11,7000000.0,0.0,
Garuda Indonesia,Garuda Indonesia,Airbus A300,0,0,22,22,75000000.0,0.0,
Garuda Indonesia,Citilink,Airbus A320,41,5,0,46,98000000.0,4018000.0,4.6
Garuda Indonesia,Garuda Indonesia,Airbus A330,24,0,30,54,240000000.0,5760000.0,7.1
Garuda Indonesia,Garuda Indonesia,Airbus A340,0,0,3,3,216000000.0,0.0,
Garuda Indonesia,Garuda Indonesia,ATR 42/72,15,0,0,15,22000000.0,332000000.0,1.9
Garuda Indonesia,Garuda Indonesia,Boeing 737,74,0,75,149,74000000.0,5475000.0,5.3
Garuda Indonesia,Citilink,Boeing 737,4,0,14,18,74000000.0,296000000.0,19.1
Garuda Indonesia,Garuda Indonesia,Boeing 747,2,0,61,63,316000000.0,632000000.0,22.8
Garuda Indonesia,Garuda Indonesia,Boeing 767,0,0,19,19,187000000.0,0.0,
Garuda Indonesia,Garuda Indonesia,Boeing 777,10,0,4,14,295000000.0,2946000.0,2.3
Garuda Indonesia,Garuda Indonesia,Canadair CRJ-1000,18,0,0,18,49000000.0,882000000.0,3.2
Garuda Indonesia,Garuda Indonesia,Lockheed L-1011 TriStar,0,0,1,1,190000000.0,0.0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-10,0,0,25,25,145000000.0,0.0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-8,0,0,11,11,6000000.0,0.0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas DC-9,0,0,25,25,45000000.0,0.0,
Garuda Indonesia,Garuda Indonesia,McDonnell Douglas MD-11,0,0,18,18,175000000.0,0.0,
Hainan Airlines,Lucky Air (86.68%),Airbus A319,3,0,0,3,90000000.0,269000000.0,11.0
Hainan Airlines,Capital Airlines (70%),Airbus A319,19,0,10,29,90000000.0,1702000.0,8.6
Hainan Airlines,Hainan Airlines,Airbus A319,0,0,6,6,90000000.0,0.0,
Hainan Airlines,Lucky Air (86.68%),Airbus A320,7,1,0,8,98000000.0,686000000.0,4.0
Hainan Airlines,Capital Airlines (70%),Airbus A320,34,0,0,34,98000000.0,3332000.0,3.8
Hainan Airlines,Capital Airlines (70%),Airbus A321,11,0,0,11,115000000.0,1264000.0,0.8
Hainan Airlines,Hainan Airlines,Airbus A330,22,0,6,28,240000000.0,5280000.0,4.2
Hainan Airlines,Capital Airlines (70%),Airbus A330,4,4,0,8,240000000.0,960000000.0,7.5
Hainan Airlines,Hainan Airlines,Airbus A340,0,0,3,3,216000000.0,0.0,
Hainan Airlines,Hainan Airlines,Boeing 737,126,2,45,173,74000000.0,9321000.0,5.5
Hainan Airlines,China Xinhua Airlines (100%),Boeing 737,5,0,12,17,74000000.0,370000000.0,12.1
Hainan Airlines,Lucky Air (86.68%),Boeing 737,26,2,6,34,74000000.0,1923000.0,5.3
Hainan Airlines,Urumqi Airlines (70%),Boeing 737,9,0,0,9,74000000.0,666000000.0,5.6
Hainan Airlines,Chang An Airlines (67.01%),Boeing 737-800,3,0,0,0,96000000.0,288000000.0,
Hainan Airlines,Hainan Airlines,Boeing 767,3,0,2,5,187000000.0,561000000.0,14.1
Hainan Airlines,Hainan Airlines,Boeing 787 Dreamliner,18,3,0,21,265000000.0,4772000.0,1.8
Hainan Airlines,Hainan Airlines,COMAC C919,0,0,0,0,68000000.0,0.0,
Hainan Airlines,Hainan Airlines,Dornier Do-328,0,0,27,27,8000000.0,0.0,
Hainan Airlines,Capital Airlines (70%),Gulfstream Aerospace G-V Gulfstream,1,0,0,1,,0.0,
Hainan Airlines,Capital Airlines (70%),Gulfstream Aerospace G500/G550,2,0,0,2,,0.0,
Hainan Airlines,Capital Airlines (70%),Hawker Beechcraft Hawker 4000,1,0,0,1,,0.0,
Hawaiian Airlines,Hawaiian Airlines,Airbus A321,0,0,0,0,115000000.0,0.0,
Hawaiian Airlines,Hawaiian Airlines,Airbus A330,23,0,0,23,240000000.0,5520000.0,3.7
Hawaiian Airlines,Hawaiian Airlines,ATR 42/72,3,0,0,0,22000000.0,66000000.0,
Hawaiian Airlines,Hawaiian Airlines,Boeing 717,18,2,1,21,37000000.0,666000000.0,15.3
Hawaiian Airlines,Hawaiian Airlines,Boeing 767,8,0,10,18,187000000.0,1495000.0,17.8
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-10,0,0,25,25,145000000.0,0.0,
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-8,0,0,11,11,6000000.0,0.0,
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas DC-9,0,0,38,38,45000000.0,0.0,
Hawaiian Airlines,Hawaiian Airlines,McDonnell Douglas MD-80,0,0,6,6,45000000.0,0.0,
IAG,British Airways,AÃ©rospatiale/BAC Concorde,0,0,7,7,29000000.0,0.0,
IAG,British Airways,Airbus A318,2,0,0,2,66000000.0,133000000.0,7.3
IAG,British Airways,Airbus A319,44,0,0,44,90000000.0,3942000.0,15.0
IAG,Aer Lingus,Airbus A319,0,0,4,4,90000000.0,0.0,
IAG,British Airways,Airbus A320,67,0,11,78,98000000.0,6566000.0,10.5
IAG,Iberia Express,Airbus A320,18,0,12,30,98000000.0,1764000.0,13.0
IAG,Aer Lingus,Airbus A320,34,0,6,40,98000000.0,3332000.0,10.9
IAG,British Airways,Airbus A321,18,0,0,18,115000000.0,2068000.0,11.2
IAG,Iberia Express,Airbus A321,3,0,0,3,115000000.0,345000000.0,11.7
IAG,Aer Lingus,Airbus A321,3,0,3,6,115000000.0,345000000.0,17.6
IAG,Aer Lingus,Airbus A330,10,0,5,15,240000000.0,2400000.0,9.2
IAG,British Airways,Airbus A350,0,0,0,0,312000000.0,0.0,
IAG,Aer Lingus,Airbus A350 XWB,0,1,0,1,312000000.0,0.0,
IAG,British Airways,Airbus A380,12,0,0,12,433000000.0,5191000.0,2.7
IAG,British Airways,Boeing 737,0,0,123,123,74000000.0,0.0,
IAG,Aer Lingus,Boeing 737,0,0,38,38,74000000.0,0.0,
IAG,British Airways,Boeing 747,37,0,64,101,316000000.0,11685000.0,20.4
IAG,Aer Lingus,Boeing 747,0,0,4,4,316000000.0,0.0,
IAG,British Airways,Boeing 757,0,0,56,56,73000000.0,0.0,
IAG,Aer Lingus,Boeing 757,4,0,0,4,73000000.0,290000000.0,20.1
IAG,British Airways,Boeing 767,7,0,24,31,187000000.0,1308000.0,21.9
IAG,Aer Lingus,Boeing 767,0,0,3,3,187000000.0,0.0,
IAG,British Airways,Boeing 777,58,0,3,61,295000000.0,17084000.0,14.4
IAG,British Airways,Boeing 787 Dreamliner,23,1,0,24,265000000.0,6097000.0,1.6
IAG,British Airways,British Aerospace BAe 146/Avro RJ,0,0,4,4,14000000.0,0.0,
IAG,BA CityFlyer,British Aerospace BAe 146/Avro RJ,0,0,12,12,14000000.0,0.0,
IAG,Aer Lingus,British Aerospace BAe 146/Avro RJ,0,0,12,12,14000000.0,0.0,
IAG,British Airways,British Aerospace BAe ATP,0,0,16,16,14000000.0,0.0,
IAG,British Airways,De Havilland Canada DHC-6 Twin Otter,0,0,1,1,7000000.0,0.0,
IAG,British Airways,De Havilland Canada DHC-8 Dash 8,0,0,2,2,7000000.0,0.0,
IAG,BA CityFlyer,Embraer ERJ-170,6,0,0,6,39000000.0,232000000.0,7.1
IAG,BA CityFlyer,Embraer ERJ-190,14,0,0,14,46000000.0,647000000.0,5.8
IAG,Aer Lingus,Fokker F50 / F60,0,0,8,8,18000000.0,0.0,
IAG,British Airways,Fokker F70 / F100,0,0,6,6,20000000.0,0.0,
IAG,British Airways,Lockheed L-1011 TriStar,0,0,6,6,190000000.0,0.0,
IAG,British Airways,McDonnell Douglas DC-10,0,0,8,8,145000000.0,0.0,
IAG,Aer Lingus,McDonnell Douglas DC-8,0,0,2,2,6000000.0,0.0,
IAG,Aer Lingus,McDonnell Douglas MD-11,0,0,1,1,175000000.0,0.0,
IAG,BA CityFlyer,Saab 2000,2,0,1,3,12000000.0,24000000.0,22.1
IAG,British Airways,Saab 340,0,0,11,11,8000000.0,0.0,
Japan Airlines,Japan Airlines,Airbus A300,0,0,22,22,75000000.0,0.0,
Japan Airlines,Japan Airlines,Airbus A350,0,0,0,0,312000000.0,0.0,
Japan Airlines,Japan Air Commuter (60% owned),ATR 42-600,0,0,0,0,20000000.0,0.0,
Japan Airlines,Japan Airlines,Boeing 737,50,0,7,57,74000000.0,3699000.0,6.9
Japan Airlines,Japan Transocean Air (72.8%),Boeing 737,13,1,22,36,74000000.0,962000000.0,16.6
Japan Airlines,Japan Airlines,Boeing 747,0,0,114,114,316000000.0,0.0,
Japan Airlines,Japan Transocean Air (72.8%),Boeing 767,0,0,2,2,187000000.0,0.0,
Japan Airlines,Japan Airlines,Boeing 767,39,0,21,60,187000000.0,7289000.0,11.5
Japan Airlines,Japan Airlines,Boeing 777,40,0,6,46,295000000.0,11782000.0,13.4
Japan Airlines,Japan Airlines,Boeing 787 Dreamliner,31,6,0,37,265000000.0,8218000.0,2.6
Japan Airlines,J-Air,Canadair CRJ-200 Series,8,0,2,9,32000000.0,255000000.0,12.9
Japan Airlines,Japan Air Commuter (60% owned),De Havilland Canada DHC-8 Dash 8,10,0,2,11,31000000.0,313000000.0,12.0
Japan Airlines,J-Air,Embraer ERJ-170,17,0,0,17,39000000.0,658000000.0,5.3
Japan Airlines,J-Air,Embraer ERJ-190,3,1,0,5,46000000.0,139000000.0,0.4
Japan Airlines,Japan Airlines,McDonnell Douglas DC-10,0,0,20,20,145000000.0,0.0,
Japan Airlines,Japan Airlines,McDonnell Douglas DC-8,0,0,58,58,6000000.0,0.0,
Japan Airlines,Japan Airlines,McDonnell Douglas MD-11,0,0,10,10,175000000.0,0.0,
Japan Airlines,Japan Airlines,McDonnell Douglas MD-80,0,0,19,19,45000000.0,0.0,
Japan Airlines,Japan Airlines,McDonnell Douglas MD-90,0,0,16,16,45000000.0,0.0,
Japan Airlines,Japan Airlines,Mitsubishi MRJ90,0,0,0,0,47000000.0,0.0,
Japan Airlines,J-Air,Mitsubishi MRJ90,0,0,0,0,47000000.0,0.0,
Japan Airlines,Japan Air Commuter (60% owned),Saab 340,9,0,2,11,8000000.0,72000000.0,21.3
Japan Airlines,Hokkaido Air System (57.3%),Saab 340,3,0,0,3,8000000.0,24000000.0,18.3
Jet Airways,Jet Airways,Airbus A320,0,0,1,1,98000000.0,0.0,
Jet Airways,Jet Airways,Airbus A330,11,0,5,16,240000000.0,2640000.0,7.0
Jet Airways,Jet Airways,Airbus A340,0,0,3,3,216000000.0,0.0,
Jet Airways,Jet Airways,ATR 42/72,13,0,8,21,22000000.0,287000000.0,7.4
Jet Airways,Jet Airways,Boeing 737,70,0,53,123,74000000.0,5179000.0,7.4
Jet Airways,Jet Airways,Boeing 777,9,0,1,10,295000000.0,2651000.0,9.3
Jet Airways,Jet Airways,Boeing 787,0,0,0,0,265000000.0,0.0,
JetBlue,JetBlue Airways,Airbus A320,130,0,12,142,98000000.0,12740000.0,11.3
JetBlue,JetBlue Airways,Airbus A321,35,4,0,39,115000000.0,4022000.0000000005,1.6
JetBlue,JetBlue Airways,Embraer ERJ-190,60,0,4,64,46000000.0,2772000.0,8.2
Juneyao Airlines,Juneyao Airlines,Airbus A319,0,0,2,2,90000000.0,0.0,
Juneyao Airlines,Juneyao Airlines,Airbus A320,41,0,0,41,98000000.0,4018000.0,5.2
Juneyao Airlines,Juneyao Airlines,Airbus A321,18,2,0,20,115000000.0,2068000.0,1.4
Kenya Airways,Kenya Airways,Airbus A310,0,0,6,6,75000000.0,0.0,
Kenya Airways,Kenya Airways,Boeing 737,12,0,16,28,74000000.0,888000000.0,8.1
Kenya Airways,Jambojet Limited,Boeing 737,2,0,1,3,74000000.0,148000000.0,19.7
Kenya Airways,Kenya Airways,Boeing 757,0,0,1,1,73000000.0,0.0,
Kenya Airways,Kenya Airways,Boeing 767,0,0,12,12,187000000.0,0.0,
Kenya Airways,Kenya Airways,Boeing 777,0,0,7,7,295000000.0,0.0,
Kenya Airways,Kenya Airways,Boeing 787 Dreamliner,7,0,2,9,265000000.0,1856000.0,2.4
Kenya Airways,Jambojet Limited,De Havilland Canada DHC-8 Dash 8,1,0,0,1,31000000.0,31000000.0,14.8
Kenya Airways,Kenya Airways,Embraer ERJ-170,0,0,5,5,39000000.0,0.0,
Kenya Airways,Kenya Airways,Embraer ERJ-190,15,0,0,15,46000000.0,693000000.0,4.4
Kenya Airways,Kenya Airways,Fokker F50 / F60,0,0,3,3,18000000.0,0.0,
Kenya Airways,Kenya Airways,McDonnell Douglas DC-8,0,0,2,2,6000000.0,0.0,
Kenya Airways,Kenya Airways,McDonnell Douglas DC-9,0,0,2,2,45000000.0,0.0,
Korean Air,Korean Air,Airbus A300,0,0,40,40,75000000.0,0.0,
Korean Air,Korean Air,Airbus A321neo,0,0,0,0,126000000.0,0.0,
Korean Air,Korean Air,Airbus A330,29,0,1,30,240000000.0,6960000.0,12.0
Korean Air,Korean Air,Airbus A380,10,0,0,10,433000000.0,4326000.0,4.7
Korean Air,Korean Air,Boeing 727,0,0,1,1,4000000.0,0.0,
Korean Air,Korean Air,Boeing 737,40,0,11,51,74000000.0,2959000.0,9.6
Korean Air,Jin Air,Boeing 737,18,0,0,18,74000000.0,1332000.0,11.2
Korean Air,Korean Air,Boeing 747,34,4,50,88,316000000.0,10737000.0,10.8
Korean Air,Korean Air,Boeing 777,48,1,4,53,295000000.0,14138000.0,7.5
Korean Air,Jin Air,Boeing 777,4,0,0,4,295000000.0,1178000.0,10.7
Korean Air,Korean Air,Boeing 787 Dreamliner,0,3,0,3,265000000.0,0.0,
Korean Air,Korean Air,Bombardier BD-500 CSeries,0,1,0,1,82000000.0,0.0,
Korean Air,Korean Air,Bombardier CS300,0,0,0,0,72000000.0,0.0,
Korean Air,Korean Air,Eurocopter EC135,5,0,0,5,,0.0,5.9
Korean Air,Korean Air,Fokker F70 / F100,0,0,12,12,20000000.0,0.0,
Korean Air,Korean Air,McDonnell Douglas DC-10,0,0,6,6,145000000.0,0.0,
Korean Air,Korean Air,McDonnell Douglas DC-8,0,0,6,6,6000000.0,0.0,
Korean Air,Korean Air,McDonnell Douglas DC-9,0,0,2,2,45000000.0,0.0,
Korean Air,Korean Air,McDonnell Douglas MD-11,0,0,5,5,175000000.0,0.0,
Korean Air,Korean Air,McDonnell Douglas MD-80,0,0,16,16,45000000.0,0.0,
Lion Air,Malindo Air,Airbus A330,0,0,0,0,240000000.0,0.0,
Lion Air,Malindo Air,ATR 42/72,16,0,0,16,22000000.0,354000000.0,2.1
Lion Air,Wings Air,ATR 42/72,51,3,0,54,22000000.0,1127000.0,3.6
Lion Air,Thai Lion Air,ATR 42/72,0,0,1,1,22000000.0,0.0,
Lion Air,Malindo Air,Boeing 737,25,1,1,27,74000000.0,1850000.0,2.0
Lion Air,Thai Lion Air,Boeing 737,24,0,0,24,74000000.0,1776000.0,1.6
Lion Air,Wings Air,De Havilland Canada DHC-8 Dash 8,0,0,3,3,7000000.0,0.0,
Lion Air,Wings Air,McDonnell Douglas MD-80,0,0,16,16,45000000.0,0.0,
LOT Polish Airlines,LOT Polish Airlines,ATR 42/72,0,0,8,8,22000000.0,0.0,
LOT Polish Airlines,LOT Polish Airlines,Boeing 737,3,0,23,26,74000000.0,222000000.0,19.9
LOT Polish Airlines,LOT Polish Airlines,Boeing 767,0,0,10,10,187000000.0,0.0,
LOT Polish Airlines,LOT Polish Airlines,Boeing 787 Dreamliner,6,1,0,7,265000000.0,1591000.0,3.6
LOT Polish Airlines,LOT Polish Airlines,De Havilland Canada DHC-8 Dash 8,10,0,0,10,31000000.0,313000000.0,4.3
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-145,0,0,14,14,20000000.0,0.0,
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-170,18,0,6,24,39000000.0,697000000.0,9.8
LOT Polish Airlines,LOT Polish Airlines,Embraer ERJ-190,6,0,0,6,46000000.0,277000000.0,5.0
LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-10,0,0,3,3,145000000.0,0.0,
LOT Polish Airlines,LOT Polish Airlines,McDonnell Douglas DC-8,0,0,1,1,6000000.0,0.0,
LOT Polish Airlines,LOT Polish Airlines,Tupolev Tu-154,0,0,1,1,16000000.0,0.0,
Lufthansa,Lufthansa,Airbus A300,0,0,26,26,75000000.0,0.0,
Lufthansa,Lufthansa,Airbus A310,0,0,25,25,75000000.0,0.0,
Lufthansa,Austrian Airlines,Airbus A310,0,0,4,4,75000000.0,0.0,
Lufthansa,Lufthansa,Airbus A319,30,0,5,35,90000000.0,2688000.0,14.9
Lufthansa,Austrian Airlines,Airbus A319,7,0,0,7,90000000.0,627000000.0,12.0
Lufthansa,Brussels Airlines,Airbus A319,21,1,1,23,90000000.0,1882000.0,12.6
Lufthansa,Germanwings,Airbus A319,43,0,7,50,90000000.0,3853000.0,10.8
Lufthansa,Swiss International Airlines,Airbus A319,5,0,3,8,90000000.0,448000000.0,20.0
Lufthansa,Brussels Airlines,Airbus A319,21,1,1,23,90000000.0,1882000.0,12.6
Lufthansa,Eurowings,Airbus A319,0,0,5,5,90000000.0,0.0,
Lufthansa,Lufthansa,Airbus A320,66,1,26,93,98000000.0,6468000.0,9.3
Lufthansa,Austrian Airlines,Airbus A320,18,0,0,18,98000000.0,1764000.0,14.8
Lufthansa,Brussels Airlines,Airbus A320,9,0,0,9,98000000.0,882000000.0,13.1
Lufthansa,Eurowings,Airbus A320,21,4,4,29,98000000.0,2057999.9999999998,1.3
Lufthansa,Eurowings Europe,Airbus A320,3,0,0,3,98000000.0,294000000.0,0.7
Lufthansa,Germanwings,Airbus A320,16,0,10,26,98000000.0,1568000.0,25.4
Lufthansa,Swiss International Airlines,Airbus A320,22,0,4,26,98000000.0,2156000.0,16.6
Lufthansa,Edelweiss Air,Airbus A320,6,0,0,6,98000000.0,588000000.0,15.7
Lufthansa,Brussels Airlines,Airbus A320,9,0,0,9,98000000.0,882000000.0,13.1
Lufthansa,Lufthansa,Airbus A321,64,0,0,64,115000000.0,7354000.0,12.0
Lufthansa,Austrian Airlines,Airbus A321,6,0,0,6,115000000.0,689000000.0,19.1
Lufthansa,Swiss International Airlines,Airbus A321,9,0,4,13,115000000.0,1034000.0,14.5
Lufthansa,Austrian Airlines,Airbus A330,0,0,4,4,115000000.0,0.0,
Lufthansa,Lufthansa,Airbus A330,19,0,5,24,240000000.0,4560000.0,9.6
Lufthansa,Brussels Airlines,Airbus A330,9,1,0,10,240000000.0,2160000.0,19.3
Lufthansa,Eurowings,Airbus A330,6,1,0,7,240000000.0,1440000.0,12.7
Lufthansa,Swiss International Airlines,Airbus A330,14,0,15,29,240000000.0,3360000.0,6.2
Lufthansa,Edelweiss Air,Airbus A330,2,0,2,4,240000000.0,480000000.0,3.4
Lufthansa,Brussels Airlines,Airbus A330,9,1,0,10,240000000.0,2160000.0,19.3
Lufthansa,Austrian Airlines,Airbus A340,0,0,4,4,216000000.0,0.0,
Lufthansa,Lufthansa,Airbus A340,42,0,20,62,216000000.0,9053000.0,13.5
Lufthansa,Swiss International Airlines,Airbus A340,10,0,5,15,216000000.0,2156000.0,14.5
Lufthansa,Edelweiss Air,Airbus A340,1,2,0,3,216000000.0,216000000.0,13.1
Lufthansa,Lufthansa CityLine,Airbus A340,5,0,0,0,216000000.0,1078000.0,
Lufthansa,Lufthansa,Airbus A350 XWB,0,6,0,6,312000000.0,0.0,
Lufthansa,Lufthansa,Airbus A380,14,0,0,14,433000000.0,6056000.0,5.2
Lufthansa,Lufthansa CityLine,ATR 42/72,0,0,7,7,22000000.0,0.0,
Lufthansa,Eurowings,ATR 42/72,0,0,45,45,22000000.0,0.0,
Lufthansa,Air Dolomiti,ATR 42/72,0,0,29,29,22000000.0,0.0,
Lufthansa,Swiss Global Airlines,Avro RJ100,10,0,0,0,30000000.0,295000000.0,
Lufthansa,Germanwings,Boeing 717,0,0,2,2,37000000.0,0.0,
Lufthansa,Lufthansa,Boeing 727,0,0,1,1,4000000.0,0.0,
Lufthansa,Lufthansa,Boeing 737,0,0,155,155,74000000.0,0.0,
Lufthansa,Lufthansa Cargo,Boeing 737,0,0,4,4,74000000.0,0.0,
Lufthansa,Austrian Airlines,Boeing 737,0,0,13,13,74000000.0,0.0,
Lufthansa,Brussels Airlines,Boeing 737,0,0,11,11,74000000.0,0.0,
Lufthansa,Eurowings,Boeing 737,2,0,1,3,74000000.0,148000000.0,15.7
Lufthansa,Brussels Airlines,Boeing 737,0,0,11,11,74000000.0,0.0,
